rišša#gabba	rissja#gabba
latnja#sárgu	ladnja#sárggo
čoarve#sárgu	tjoarvve#sárggo
geađge#jorgu	giergge#jårggo
skuvla#rivgu	skuvlla#rivggo
suđi#rivgu	sude#rivggo
duollje#bággu	duollje#bággo
dillja#rággu	dillja#rággo
maŋŋe#dillja#rággu	maŋŋe#dillja#rággo
gaska#rággu	gasska#rággo
maŋŋe#rággu	maŋŋe#rággo
dilljá#rággu	dilljá#rággo
maŋŋe#dilljá#rággu	maŋŋe#dilljá#rággo
ovda#dilljá#rággu	åvddå#dilljá#rággo
lámpá#rággu	lámppá#rággo
maŋŋe#skohta#rággu	maŋŋe#skåhtå#rággo
maŋŋe#geaš#skohta#rággu	maŋŋe#giesj#skåhtå#rággo
skohtta#rággu	skåhttå#rággo
ovda#geaš#skohtta#rággu	åvddå#giesj#skåhttå#rággo
ovda#skohtta#rággu	åvddå#skåhttå#rággo
vuogga#stággu	vuogga#stággo
gaska#stággu	gasska#stággo
gira#stággu	gira#stággo
meande#stággu	miendde#stággo
geidde#stággu	gejde#stággo
oaggun#stággu	oaggun#stággo
bahta#buogu	bahta#buogo
heastta#čogu	hiesta#tjågo
heagga#oadju	hiegga#oadjo
fitno#vihke#oadju	fidno#vihke#oadjo
bargui#máhcahan#oadju	bargguj#máhtsahan#oadjo
buohco#oadju	buohtso#oadjo
álbmot#oadju	álmmut#oadjo
guovžža#biedju	guovtja#biedjo
čeavrá#biedju	tjævrrá#biedjo
illá#veadju	illá#viedjo
doaibma#bidju	doajmma#bidjo
albma#bidju	almma#bidjo
suorbma#bidju	suormma#bidjo
sisa#bidju	sisa#bidjo
folio#sisa#bidju	fålio#sisa#bidjo
ruhta#bidju	ruhta#bidjo
niso#ládju	niso#ládjo
árka#rádju	árkka#rádjo
ruhta#rádju	ruhta#rádjo
girje#rádju	girjje#rádjo
sátne#rádju	sádne#rádjo
gálvo#rádju	gálvvo#rádjo
dihtor#siskkáldas#rádju	dihtur#siskáldas#rádjo
basas#rádju	basás#rádjo
giisá#rádju	gijssá#rádjo
kata^strofa#rádju	kata^stråfå#rádjo
suoibma#sodju	suojmma#sådjo
liekkas#sodju	liekkas#sådjo
allodat#sodju	alludat#sådjo
eana#olju	iena#åljjo
borramuš#olju	bårråmusj#åljjo
diesel#olju	diesel#åljjo
šaddo#olju	sjaddo#åljjo
ruvso#olju	ruvsso#åljjo
vuoiddas#olju	vuojdas#åljjo
rosa#olju	råså#åljjo
atoma#vearju	atuma#vierjjo
šahkke#billistan#vearju	sjahkke#billestan#vierjjo
báhčin#vearju	báhtjen#vierjjo
bargo#vearju	barggo#vierjjo
dolla#vearju	dållå#vierjjo
ruošša#njuorju	ruossja#njuorjjo
gádde#njuorju	gádde#njuorjjo
geađge#njuorju	giergge#njuorjjo
áhpe#njuorju	áhpe#njuorjjo
liika#várju	lijkka#várjjo
giđđa#ođju	gidda#årjjo
jahke#ođju	jahke#årjjo
guhkes#ođju	guhkes#årjjo
oanehis#ođju	oanehis#årjjo
niibe#ávju	nijbbe#ávjjo
luovus#ávju	luovus#ávjjo
skuvla#šillju	skuvlla#sjilljo
girdi#šillju	girdde#sjilljo
oanehis#girdi#šillju	oanehis#girdde#sjilljo
soahte#šillju	soahte#sjilljo
karate#šillju	karáte#sjilljo
márkan#šillju	márkkan#sjilljo
girdin#šillju	girdden#sjilljo
ruovttu#šillju	ruovto#sjilljo
miestta#livdnju	miesta#livnnjo
boarrásiid#dikšu	boarrásijd#diksjo
veahkke#dikšu	viehkke#diksjo
bátne#dikšu	bádne#diksjo
buohcce#dikšu	buohttse#diksjo
beaive#dikšu	biejvve#diksjo
ergo#dikšu	erggo#diksjo
fysio#dikšu	fysio#diksjo
boastto#dikšu	boasto#diksjo
ruovttu#dikšu	ruovto#diksjo
bohcce#ákšu	båhttse#áksjo
látte#ákšu	látte#áksjo
fearran#ákšu	fierran#áksjo
ámmerit#ákšu	ámmerit#áksjo
dolla#njuoršu	dållå#njuorssjo
suoidne#doršu	suojnne#dårssjo
orrun#máššu	årrun#mássjo
válga#gižžu	válgga#gidtjo
ovddas#čuožžu	åvdås#tjuodtjo
gobba#lákču	gåbbå#láktjo
goppa#lákču	gåppå#láktjo
gáicca#skálžu	gájtsa#skálltjo
sávzza#skálžu	sávtsa#skálltjo
gusa#skálžu	gusa#skálltjo
heastta#skálžu	hiesta#skálltjo
čibbe#skálžu	tjibbe#skálltjo
guiske#skálžu	gujsske#skálltjo
spiinni#skálžu	spijne#skálltjo
oaive#skálžu	oajvve#skálltjo
bohcco#skálžu	båhttso#skálltjo
alit#skálžu	alet#skálltjo
bohká#skálžu	båhkå#skálltjo
beaive#geahčču	biejvve#giehttjo
bearrái#geahčču	bærráj#giehttjo
medi^a#bearrái#geahčču	mede^a#bærráj#giehttjo
tele#bearrái#geahčču	tele#bærráj#giehttjo
lotteri#bearrái#geahčču	låttere#bærráj#giehttjo
bajil#geahčču	bajel#giehttjo
maŋŋil#geahčču	maŋŋel#giehttjo
ruhta#gáhčču	ruhta#gáhttjo
čoahkkái#gohčču	tjoahkkáj#gåhttjo
vigla#čoavžžu	vigla#tjoavtjo
stuora#čoavžžu	stuora#tjoavtjo
stuorra#čoavžžu	stuorra#tjoavtjo
vuovde#čoavžžu	vuovdde#tjoavtjo
rukses#juol#čoavžžu	rukses#juol#tjoavtjo
ruoná#juol#čoavžžu	ruoná#juol#tjoavtjo
čáhppes#čoavžžu	tjáhppes#tjoavtjo
viglá#čoavžžu	viglá#tjoavtjo
áibmo#bahku	ájmmo#bahko
johtolat#bahku	jåhtulat#bahko
vearre#dahku	vierre#dahko
vearri#dahku	vierre#dahko
fauna#vearre#dahku	fauna#vierre#dahko
buorre#dahku	buorre#dahko
oavdu#dahku	oavddo#dahko
máidno#dahku	májnno#dahko
terror#dahku	terrur#dahko
ovttas#dahku	åvtås#dahko
bahá#dahku	bahá#dahko
dovdda#dahku	dåvdå#dahko
ođđa#liehku	åddå#liehko
botne#neahku	bådne#niehko
guovda#juohku	guovdda#juohko
vuokta#juohku	vuokta#juohko
árbe#juohku	árbbe#juohko
čáhce#juohku	tjáhtse#juohko
guokte#juohku	guokte#juohko
stávval#juohku	stávval#juohko
eret#vuodjin#juohku	eret#vuodjen#juohko
vuođđo#juohku	vuoddo#juohko
bargo#juohku	barggo#juohko
njoazes#juohku	njoatses#juohko
luohkká#juohku	luohkká#juohko
golbma#juohku	gålmmå#juohko
vuoste#háhku	vuosste#háhko
skuvla#vuoste#háhku	skuvlla#vuosste#háhko
vuođđa#lohku	vuodda#låhko
vuođa#lohku	vuoda#låhko
leaska#lohku	liesska#låhko
re^ála#lohku	re^ála#låhko
desimála#lohku	desemála#låhko
oktána#lohku	åktåna#låhko
indeksa#lohku	inddeksa#låhko
ruhta#lohku	ruhta#låhko
máŋggaid#lohku	máŋgajd#låhko
guvttiid#lohku	guvtijd#låhko
ovttaid#lohku	åvtåjd#låhko
čavde#lohku	tjavdde#låhko
áige#lohku	ájgge#låhko
sátne#lohku	sádne#låhko
gorre#lohku	gårre#låhko
olmmoš#lohku	ålmusj#låhko
desimal#lohku	desemal#låhko
cesium#lohku	tsesium#låhko
šaddan#lohku	sjaddan#låhko
jápmin#lohku	jábmen#låhko
vuođđo#lohku	vuoddo#låhko
álgo#lohku	álggo#låhko
boazo#lohku	boatso#låhko
mihtto#lohku	mihtto#låhko
máŋgga#siffar#lohku	máŋga#siffar#låhko
seahkálas#lohku	sæhkálas#låhko
jieanastus#lohku	jieanastus#låhko
jienastus#lohku	jienastus#låhko
eanet#lohku	ienet#låhko
sáme#eanet#lohku	sáme#ienet#låhko
unnit#lohku	unnet#låhko
ortnet#lohku	årnet#låhko
uhcit#lohku	uhtset#låhko
uhccit#lohku	uhttset#låhko
čiežalot#lohku	tjietjalot#låhko
gákci#lot#lohku	gáktse#låt#låhko
ovcci#lot#lohku	åvttse#låt#låhko
mánná#lohku	mánná#låhko
ladjo#njašku	ladjo#njassjko
biika#goašku	bijkka#goassjko
čáhce#goašku	tjáhtse#goassjko
bealdo#bakku	bielldo#bakko
spiinne#boahkku	spijne#boahkko
čáhce#boahkku	tjáhtse#boahkko
máná#boahkku	máná#boahkko
dolla#boahkku	dållå#boahkko
fierra#loahkku	fierra#loahkko
láitta#loahkku	lájta#loahkko
fier#loahkku	fier#loahkko
gaska#vahkku	gasska#vahkko
namma#vahkku	namma#vahkko
oarre#vahkku	oarre#vahkko
loahppáš#vahkku	loahppásj#vahkko
álgo#vahkku	álggo#vahkko
biidno#vahkku	bijnno#vahkko
oahppo#vahkku	oahppo#vahkko
mihcamár#vahkku	mihtsamár#vahkko
bahta#liehkku	bahta#liehkko
ohca#liehkku	åhtså#liehkko
goavve#lihkku	goavve#lihkko
bahta#sihkku	bahta#sihkko
giega#bahta#sihkku	giega#bahta#sihkko
ráige#suohkku	rájgge#suohkko
náhkke#juhkku	náhkke#juhkko
noaide#áhkku	noajdde#áhkko
čalbme#áhkku	tjalmme#áhkko
giedde#geaš#áhkku	giedde#giesj#áhkko
vuon#áhkku	vuon#áhkko
renton#áhkku	renttun#áhkko
máttar#áhkku	máttar#áhkko
borde#báhkku	bårdde#báhkko
bor#báhkku	bår#báhkko
lucia#gáhkku	lutsia#gáhkko
vuodja#gáhkku	vuodja#gáhkko
hilla#gáhkku	hilla#gáhkko
varra#gáhkku	varra#gáhkko
lákca#gáhkku	láktsa#gáhkko
šukuláde#gáhkku	sjukuláde#gáhkko
sáme#gáhkku	sáme#gáhkko
beasse#gáhkku	biesse#gáhkko
váffel#gáhkku	váffel#gáhkko
oapman#gáhkku	oabman#gáhkko
napoleon#gáhkku	napuleon#gáhkko
omman#gáhkku	åmmån#gáhkko
biergo#gáhkku	bierggo#gáhkko
bánno#gáhkku	bánno#gáhkko
njuocco#gáhkku	njuottso#gáhkko
rákto#gáhkku	rákto#gáhkko
wiener#gáhkku	wiener#gáhkko
mellemas#gáhkku	mellemas#gáhkko
gužža#ráhkku	gudtja#ráhkko
sáhppe#ráhkku	sáhppe#ráhkko
siepman#ráhkku	siebman#ráhkko
álgo#ráhkku	álggo#ráhkko
gožža#ráhkku	gådtjå#ráhkko
rásse#lohkku	rásse#låhkko
áibmo#goiku	ájmmo#gåjkko
fearran#belko	fierran#belkko
bievvá#belko	bievvá#belkko
beaivváš#dielku	bæjvásj#dielkko
čuovga#bálku	tjuovgga#bálkko
rieban#gálku	rieban#gálkko
niibe#nálku	nijbbe#nálkko
bisso#nálku	bisso#nálkko
nieida#girku	niejdda#girkko
rihppa#girku	rihppa#girkko
stáhta#girku	stáhta#girkko
stáhpe#girku	stáhpe#girkko
gárren#mirku	gárren#mirkko
suotna#bárku	suodna#bárkko
feudála#joavku	feudála#joavkko
oahppo#plána#joavku	oahppo#plána#joavkko
varra#joavku	varra#joavkko
referánsa#joavku	referánsa#joavkko
resursa#joavku	resursa#joavkko
entusiásta#joavku	enttusiásta#joavkko
buvtta#joavku	buvta#joavkko
smávva#joavku	smávva#joavkko
ohppiid#joavku	åhppijd#joavkko
sáme#digge#joavku	sáme#digge#joavkko
rocke#joavku	råcke#joavkko
ahke#joavku	ahke#joavkko
vuolle#joavku	vuolle#joavkko
oasse#joavku	oasse#joavkko
náste#joavku	násste#joavkko
olmmoš#joavku	ålmusj#joavkko
njunuš#joavku	njunusj#joavkko
ulbmil#joavku	ulmmel#joavkko
čuojahan#joavku	tjuojahan#joavkko
spábba#čiekčan#joavku	spábba#tjiektjan#joavkko
stivren#joavku	stivrren#joavkko
čuohcin#joavku	tjuohtsen#joavkko
riddo#joavku	riddo#joavkko
bargo#joavku	barggo#joavkko
ovttas#bargo#joavku	åvtås#barggo#joavkko
super#joavku	super#joavkko
te^áhter#joavku	te^áhter#joavkko
unnit#logu#álbmot#joavku	unnet#lågo#álmmut#joavkko
vehádat#álbmot#joavku	vehádat#álmmut#joavkko
lobby#joavku	låbby#joavkko
party#joavku	partty#joavkko
revy#joavku	revy#joavkko
fáddá#joavku	fáddá#joavkko
ráige#reŋko	rájgge#reŋkko
buođđo#reŋko	buoddo#reŋkko
sahá#reŋko	sahá#reŋkko
data#báŋku	data#báŋkko
atta#báŋku	atta#báŋkko
mini#báŋku	mine#báŋkko
seasto#báŋku	siessto#báŋkko
ája#hilsku	ája#hilsko
giedde#hilsku	giedde#hilsko
vuovde#hilsku	vuovdde#hilsko
jeagge#hilsku	jiegge#hilsko
njoaske#hilsku	njoasske#hilsko
šilljo#hilsku	sjilljo#hilsko
rohto#hilsku	råhto#hilsko
meara#vuoskku	miera#vuosko
sátne#lasku	sádne#lassko
bátne#miesku	bádne#miessko
sisse#liisku	sisse#lijssko
máno#dávda#livsku	máno#dávdda#livssko
datne#lásku	dadne#lássko
sátne#lásku	sádne#lássko
diida#osku	dijdda#åssko
tiida#osku	tijdda#åssko
eahpe#osku	iehpe#åssko
gádde#vitku	gádde#vitko
gudne#ballu	guddne#ballo
ipmil#ballu	ibmel#ballo
jápmin#ballu	jábmen#ballo
čáhce#šallu	tjáhtse#sjallo
giđđa#boallu	gidda#boallo
gavja#boallu	gavjja#boallo
darfe#boallu	darffe#boallo
deaddin#boallu	diedden#boallo
mudden#boallu	mudden#boallo
stellen#boallu	stellen#boallo
merren#boallu	merren#boallo
juhkko#boallu	juhkko#boallo
geases#boallu	gieses#boallo
eana#doallu	iena#doallo
boalden#eana#doallu	boallden#iena#doallo
boaldin#eana#doallu	boallden#iena#doallo
akšuvdna#doallu	aksjåvnnå#doallo
sávza#doallu	sávttsa#doallo
ruhta#doallu	ruhta#doallo
gárde#doallu	gárdde#doallo
ruovde#doallu	ruovdde#doallo
vuovde#doallu	vuovdde#doallo
meahcce#doallu	miehttse#doallo
álbmot#beaivve#doallu	álmmut#biejve#doallo
álbmot#beaivvi#doallu	álmmut#biejve#doallo
eanan#doallu	ienan#doallo
davvi#eanan#doallu	davve#ienan#doallo
ieš#birgen#eanan#doallu	iesj#birggen#ienan#doallo
dállo#doallu	dállo#doallo
boazo#doallu	boatso#doallo
eallo#boazo#doallu	iello#boatso#doallo
ruovttu#doallu	ruovto#doallo
lotnolas#doallu	lådnulas#doallo
sis#doallu	sis#doallo
váldo#sis#doallu	válldo#sis#doallo
bajás#doallu	bajás#doallo
šibit#doallu	sjibet#doallo
rehket#doallu	rehket#doallo
finánsa#rehket#doallu	finánsa#rehket#doallo
virge#rehket#doallu	virgge#rehket#doallo
duppal#rehket#doallu	duppal#rehket#doallo
roahto#goallu	roahto#goallo
bákte#hoallu	bákte#hoallo
komposta#moallu	kåmppusta#moallo
riikka#eallu	rijka#iello
čoahkke#eallu	tjoahkke#iello
spiidne#eallu	spijnne#iello
áldo#eallu	álldo#iello
luovas#eallu	luovas#iello
čoavjjet#eallu	tjoavjet#iello
hávde#biellu	hávdde#biello
roahpe#biellu	roahpe#biello
skire#biellu	skire#biello
jámeš#biellu	jámesj#biello
áldo#biellu	álldo#biello
girko#biellu	girkko#biello
kirko#biellu	kirkko#biello
garjjá#biellu	garjá#biello
gilká#biellu	gilkká#biello
biegga#fiellu	biegga#fiello
láibe#fiellu	lájbbe#fiello
čoavje#fiellu	tjoavjje#fiello
čáhce#fiellu	tjáhtse#fiello
láhtte#fiellu	láhtte#fiello
sojahan#fiellu	såjåhan#fiello
juhkko#fiellu	juhkko#fiello
gállo#fiellu	gállo#fiello
spiikkár#fiellu	spijkár#fiello
skoađas#fiellu	skådas#fiello
šahkka#speallu	sjahkka#spiello
šáhkka#speallu	sjáhkka#spiello
pusle#speallu	pusle#spiello
bihttá#speallu	bihttá#spiello
biegga#millu	biegga#millo
suodje#duollu	suodje#duollo
veadde#stuollu	viedde#stuollo
gárbme#stuollu	gármme#stuollo
sárdne#stuollu	sárnne#stuollo
sugadan#stuollu	sugádan#stuollo
suhkan#stuollu	suhkan#stuollo
ráđđen#stuollu	rádden#stuollo
duopmo#stuollu	duobmo#stuollo
láhka#duopmo#stuollu	láhka#duobmo#stuollo
sierra#duopmo#stuollu	sierra#duobmo#stuollo
sukká#stuollu	sukká#stuollo
bismmá#stuollu	bismá#stuollo
máná#stuollu	máná#stuollo
biegga#ullu	biegga#ullo
muorra#ullu	muorra#ullo
giedde#ullu	giedde#ullo
jeagge#ullu	jiegge#ullo
bodne#ullu	båddne#ullo
láse#ullu	láse#ullo
bummol#ullu	bummul#ullo
niito#ullu	nijtto#ullo
eahpe#gullu	iehpe#gullo
doaibma#guovlu	doajmma#guovllo
fárren#dáhpa#guovlu	fárren#dáhpa#guovllo
sierra#guovlu	sierra#guovllo
toleránsa#guovlu	tåleránsa#guovllo
virge#guovlu	virgge#guovllo
almmi#guovlu	alme#guovllo
lens#manne#guovlu	lens#manne#guovllo
politi#guovlu	pålete#guovllo
vuođđo#bákte#guovlu	vuoddo#bákte#guovllo
davvi#guovlu	davve#guovllo
davvi#sáme#giel#guovlu	davve#sáme#giel#guovllo
olgodaddan#guovlu	ålggudaddan#guovllo
vánddardan#guovlu	vándardan#guovllo
álbmogis#hálddašan#guovlu	álmmugis#háldatjan#guovllo
geahččan#guovlu	giehttjan#guovllo
luonddu#suodjalan#guovlu	luondo#suodjalan#guovllo
eanadat#suodjalan#guovlu	ienadat#suodjalan#guovllo
ássan#guovlu	ássan#guovllo
akto#ráđđen#guovlu	akto#rádden#guovllo
okto#ráđđen#guovlu	åkto#rádden#guovllo
fierbme#ráddjen#guovlu	fiermme#ráddjen#guovllo
ođđa#doallo#huksen#guovlu	åddå#doallo#huksen#guovllo
johtin#guovlu	jåhten#guovllo
virkkosmahttin#guovlu	virkusmahttin#guovllo
gullon#guovlu	gullun#guovllo
dálon#guovlu	dálun#guovllo
doaibma#bidjo#guovlu	doajmma#bidjo#guovllo
gilli#fidno#guovlu	gille#fiddno#guovllo
bearaš#viesso#guovlu	bierasj#viesso#guovllo
boazo#guovlu	boatso#guovllo
ruovttu#guovlu	ruovto#guovllo
davás#guovlu	davás#guovllo
fiervá#guovlu	fiervvá#guovllo
dikta#lávlu	dikta#lávllo
guolle#bállu	guolle#bállo
biergo#bállu	bierggo#bállo
ráđđa#dállu	rádda#dállo
gieldda#dállu	gielda#dállo
dearvvašvuođa#dállu	diervasjvuoda#dállo
ruvnna#dállu	ruvna#dállo
báhpa#dállu	báhpa#dállo
gearde#dállu	gierdde#dállo
badje#dállu	badje#dállo
bearaš#dállu	bierasj#dállo
boazo#dállu	boatso#dállo
gávpot#dállu	gávpput#dállo
ođđa#dállu	åddå#dállo
idja#gállu	idja#gállo
náste#gállu	násste#gállo
ráđđen#hállu	rádden#hállo
spealla#vearh#nállu	spiella#vierh#nállo
spealle#vearh#nállu	spielle#vierh#nállo
dálkkas#nállu	dálkas#nállo
sihkkaris#nállu	sihkkaris#nállo
buhtet#nállu	buhtet#nállo
goarvvet#nállu	goarvet#nállo
boiga#nállu	båjggå#nállo
lohkka#nállu	låhkkå#nállo
idja#stállu	idja#stállo
juovla#stállu	juovlla#stállo
vuoiddas#bollu	vuojdas#bållo
doaibma#gollu	doajmma#gållo
áige#gollu	ájgge#gållo
áigge#gollu	ájge#gållo
ášše#gollu	ássje#gållo
telefon#gollu	telefon#gållo
njuolggo#gollu	njuolgo#gållo
reantu#gollu	rientto#gållo
olggos#gollu	ålgus#gållo
eanet#gollu	ienet#gållo
bálká#gollu	bálkká#gållo
bákte#loapmu	bákte#loabmo
lodde#biebmu	lådde#biebbmo
vegetar#biebmu	vegetar#biebbmo
dáhkádus#biebmu	dáhkádus#biebbmo
gudni#hipmu	guddne#hibmo
vuolit#riekte#duopmu	vuolet#riekte#duobmo
jápmin#duopmu	jábmen#duobmo
vieres#olbmá#duopmu	vieres#ålmmå#duobmo
guolbba#juopmu	guolba#juobmo
guorgga#juopmu	guorga#juobmo
ája#juopmu	ája#juobmo
giedde#juopmu	giedde#juobmo
gádde#juopmu	gádde#juobmo
skire#juopmu	skire#juobmo
šilljo#juopmu	sjilljo#juobmo
beatnat#juopmu	biednat#juobmo
jahke#luopmu	jahke#luobmo
geasse#luopmu	giesse#luobmo
dutkan#luopmu	dutkan#luobmo
márkan#suopmu	márkkan#suobmo
gieđa#fápmu	gieda#fábmo
čuovga#fápmu	tjuovgga#fábmo
lága#fápmu	lága#fábmo
sentrifugála#fápmu	sentrefugála#fábmo
mearra#fápmu	mierra#fábmo
heasta#fápmu	hiessta#fábmo
ele#fápmu	ele#fábmo
koloni#fápmu	kålune#fábmo
čáhce#fápmu	tjáhtse#fábmo
rupmaš#fápmu	rubmasj#fábmo
el#fápmu	el#fábmo
badjel#fápmu	badjel#fábmo
buoridan#fápmu	buoredan#fábmo
váikkuhan#fápmu	vájkuhan#fábmo
márkan#fápmu	márkkan#fábmo
vuollástan#fápmu	vuollástan#fábmo
geassin#fápmu	giessen#fábmo
deaddo#fápmu	dieddo#fábmo
luonddu#fápmu	luondo#fábmo
bargo#fápmu	barggo#fábmo
sirdo#bargo#fápmu	sirddo#barggo#fábmo
guovdo#báhto#fápmu	guovddo#báhto#fábmo
árvo#fápmu	árvvo#fábmo
liekkas#fápmu	liekkas#fábmo
váimmus#fápmu	vájmus#fábmo
nuppi#poteansa#hápmu	nuppe#påteansa#hábmo
boazo#jápmu	boatso#jábmo
čáhppes#jápmu	tjáhppes#jábmo
lubma#diibmu	lubbma#dijmmo
oahppa#diibmu	oahppa#dijmmo
giehta#diibmu	giehta#dijmmo
meahcce#diibmu	miehttse#dijmmo
oaidnin#diibmu	oajnnen#dijmmo
vahkko#diibmu	vahkko#dijmmo
kilo#watt#diibmu	kilo#watt#dijmmo
molssa#diibmu	målså#dijmmo
jápma#áibmu	jábma#ájmmo
deatta#áibmu	dietta#ájmmo
jábmiid#áibmu	jábbmijd#ájmmo
dálve#áibmu	dálvve#ájmmo
čáhppes#áibmu	tjáhppes#ájmmo
sis#áibmu	sis#ájmmo
lossa#áibmu	låsså#ájmmo
vuolle#váibmu	vuolle#vájmmo
beara#skurbmu	biera#skurmmo
giehta#hummu	giehta#hummo
bádde#hummu	bádde#hummo
boastto#atnu	boasto#adno
áidna#fidnu	ájnna#fiddno
bahá#udnu	bahá#uddno
oljo#gádno	åljjo#gáddno
giedde#sitnu	giedde#sidno
vuovde#sitnu	vuovdde#sidno
várre#sitnu	várre#sidno
niito#sitnu	nijtto#sidno
skáida#rátnu	skájdda#rádno
váipa#rátnu	vájppa#rádno
giehta#rátnu	giehta#rádno
gummi#rátnu	gumme#rádno
seaidne#rátnu	siejnne#rádno
váipe#rátnu	vájppe#rádno
láhtte#rátnu	láhtte#rádno
dána#gotnu	dána#gådno
boazo#mannu	boatso#manno
girko#meannu	girkko#mienno
kirko#meannu	kirkko#mienno
heajos#meannu	hiejus#mienno
čielga#oaidnu	tjielgga#oajnno
riekte#oaidnu	riekte#oajnno
oahpaheai#oaidnu	oahpaheaj#oajnno
olmmoš#oaidnu	ålmusj#oajnno
bajil#oaidnu	bajel#oajnno
vuođđo#oaidnu	vuoddo#oajnno
olles#oaidnu	ålles#oajnno
riikka#geaidnu	rijka#giejnno
guorbme#vávdna#geaidnu	guormme#vávnna#giejnno
nuorta#geaidnu	nuortta#giejnno
ruovde#geaidnu	ruovdde#giejnno
oalge#geaidnu	oalgge#giejnno
vázzin#geaidnu	vádtsen#giejnno
vuođđo#geaidnu	vuoddo#giejnno
ordo#geaidnu	årddo#giejnno
njuolggo#geaidnu	njuolgo#giejnno
fidno#geaidnu	fiddno#giejnno
dorvo#geaidnu	dårvvo#giejnno
bákte#sis#geaidnu	bákte#sis#giejnno
ealáhus#geaidnu	æláhus#giejnno
gáicca#báidnu	gájtsa#bájnno
konditor#báidnu	kånddetor#bájnno
stálle#gáidnu	stálle#gájnno
látnjá#kruvdnu	ládnjá#kruvnno
steaika#bánno	stiejkka#bánno
báiste#bánno	bájsste#bánno
čakča#mánnu	tjaktja#mánno
njukča#mánnu	njuktja#mánno
šnjilža#mánnu	sjnjilltja#mánno
šnjilča#mánnu	sjnjilttja#mánno
njuvčča#mánnu	njuvtja#mánno
juovla#mánnu	juovlla#mánno
juola#mánnu	juola#mánno
skábma#mánnu	skábbma#mánno
cakca#mánnu	tsaktsa#mánno
guovva#mánnu	guovva#mánno
ođđa#jage#mánnu	åddå#jage#mánno
ođđa#jagi#mánnu	åddå#jage#mánno
borge#mánnu	bårgge#mánno
oapme#mánnu	oabme#mánno
ritne#mánnu	ridne#mánno
suoidne#mánnu	suojnne#mánno
geasse#mánnu	giesse#mánno
miesse#mánnu	miesse#mánno
juvlii#mánnu	juvllij#mánno
julii#mánnu	julij#mánno
juvllii#mánnu	juvlij#mánno
junii#mánnu	junij#mánno
juvnnii#mánnu	juvnij#mánno
juvnii#mánnu	juvnij#mánno
mái#mánnu	máj#mánno
álgo#mánnu	álggo#mánno
cuoŋo#mánnu	tsuoŋo#mánno
cuoŋu#mánnu	tsuoŋo#mánno
november#mánnu	nåvember#mánno
gáranas#mánnu	gáránas#mánno
boares#mánnu	boares#mánno
márs#mánnu	márs#mánno
cuoŋos#mánnu	tsuoŋus#mánno
golggot#mánnu	gålgut#mánno
ođđa#mánnu	åddå#mánno
luonddu#shampoo	luondo#shamppoo
giehta#loahpu	giehta#loahpo
bahá#riehpu	bahá#riehpo
duolba#báhpu	duolbba#báhpo
gáffe#báhpu	gáffe#báhpo
luotto#báhpu	luotto#báhpo
fiskes#báhpu	fisskes#báhpo
digge#stohpu	digge#ståhpo
buohcce#stohpu	buohttse#ståhpo
beaive#stohpu	biejvve#ståhpo
gáfestallan#stohpu	gáfestallan#ståhpo
boazo#stohpu	boatso#ståhpo
duottar#stohpu	duottar#ståhpo
várrehus#stohpu	várrehus#ståhpo
gearret#stohpu	gierret#ståhpo
didno#deappu	diddno#dieppo
ruonas#deappu	ruonas#dieppo
alit#deappu	alet#dieppo
psykologa#oahppu	psykuloga#oahppo
giella#oahppu	giella#oahppo
alla#skuvla#oahppu	alla#skuvlla#oahppo
čála#oahppu	tjála#oahppo
journalista#oahppu	journalista#oahppo
oahpaheaddje#oahppu	oahpaheaddje#oahppo
eatni#giel#oahppu	iedne#giel#oahppo
lassin#oahppu	lassen#oahppo
álgo#oahppu	álggo#oahppo
biras#oahppu	birás#oahppo
gužža#hoahppu	gudtja#hoahppo
gožža#hoahppu	gådtjå#hoahppo
nieida#gihppu	niejdda#gihppo
lávže#gihppu	lávttje#gihppo
gordne#gihppu	gårnne#gihppo
jienastan#lihppu	jienastan#lihppo
guolla#skuohppu	guolla#skuohppo
báisa#skuohppu	bájssa#skuohppo
čalbme#láse#skuohppu	tjalmme#láse#skuohppo
roavgo#skuohppu	roavggo#skuohppo
ákšo#skuohppu	áksjo#skuohppo
bállo#skuohppu	bállo#skuohppo
vuodja#skáhppu	vuodja#skáhppo
skádja#skáhppu	skádja#skáhppo
gutna#gohppu	gudna#gåhppo
gáffe#gohppu	gáffe#gåhppo
káffe#gohppu	káffe#gåhppo
gáfe#gohppu	gáfe#gåhppo
suovva#biipu	suovva#bijppo
čiehka#stoalpu	tjiehka#stoalppo
finte#stoalpu	fintte#stoalppo
vinte#stoalpu	vintte#stoalppo
heahppášan#stoalpu	hæhppátjan#stoalppo
monin#vuolpu	månen#vuolppo
sáigo#vuolpu	sájggo#vuolppo
rivgo#vuolpu	rivggo#vuolppo
niibe#gulpu	nijbbe#gulppo
muhkke#limpu	muhkke#limppo
jeagel#limpu	jiegel#limppo
rihcce#cuoppu	rihttse#tsuoppo
spárto#cuoppu	spártto#tsuoppo
loadda#árpu	loadda#árppo
luođđa#árpu	luodda#árppo
moardda#árpu	moarda#árppo
čivtta#árpu	tjivta#árppo
silke#árpu	silkke#árppo
datne#árpu	dadne#árppo
čikte#árpu	tjikte#árppo
cavgin#árpu	tsavggen#árppo
goarrun#árpu	goarrun#árppo
