sálvi^a	sálvve^a
ovddal#gihtii#vearru	åvdål#gihtij#vierro
olmmoš#vierru	ålmusj#vierro
boradan#vierru	bårådan#vierro
birra#čuoigan#vierru	birra#tjuojggan#vierro
eatnan#vierru	iednan#vierro
njuolggo#vearru	njuolgo#vierro
lasse#árvo#vearru	lasse#árvvo#vierro
opmodat#vearru	åbmudat#vierro
ovda#vearru	åvddå#vierro
deagga#dirru	diegga#dirro
čáhppes#dirru	tjáhppes#dirro
njirru	njirro
guorru	guorro
juorru	juorro
ovtta#stuorru	åvtå#stuorro
vuorru	vuorro
sáhka#vuorru	sáhka#vuorro
fákta#vuorru	fákta#vuorro
sátne#vuorru	sádne#vuorro
nuppe#vuorru	nuppe#vuorro
bargo#vuorru	barggo#vuorro
burru	burro
šurru	sjurro
surru	surro
roavru	roavrro
evro	evrro
hevro	hevrro
eavru	ievrro
fievru	fievrro
sierra#fievru	sierra#fievrro
meahcce#fievru	miehttse#fievrro
mohtor#fievru	måhtur#fievrro
čievru	tjievrro
vuovru	vuovrro
buvru	buvrro
dávru	dávrro
fávru	fávrro
stávru	stávrro
árru	árro
jođihan#árru	jådehan#árro
márkan#árru	márkkan#árro
bárru	bárro
čuovga#bárru	tjuovgga#bárro
jietna#bárru	jiedna#bárro
časkin#bárru	tjassken#bárro
dárru	dárro
fárru	fárro
ávvu#fárru	ávvo#fárro
soagŋo#fárru	soaggŋo#fárro
skárru	skárro
orru	årro
eami#orru	ieme#årro
ovttas#orru	åvtås#årro
jorru	jårro
gávpe#jorru	gávppe#jårro
bargo#jorru	barggo#jårro
jahkodat#jorru	jahkudat#jårro
čorru	tjårro
deargada#čorru	dierggada#tjårro
beallje#mátta#čorru	biellje#mátta#tjårro
čielge#čorru	tjielgge#tjårro
bátne#čorru	bádne#tjårro
gielas#čorru	gielas#tjårro
čuru	tjuro
suoksa#čuru	suoksa#tjuro
guostta#čuru	guosta#tjuro
nisu	niso
seaŋga#nisu	sieŋgga#niso
leaska#nisu	liesska#niso
njuoska#nisu	njuosska#niso
ákta#nisu	ákta#niso
badje#nisu	badje#niso
sáme#nisu	sáme#niso
vuosmmes#nisu	vuosmes#niso
njamat#nisu	njamát#niso
haksu	hakso
bieksu	biekso
geaksu	giekso
leaksu	liekso
čuojahan#leaksu	tjuojahan#liekso
diksu	dikso
uksu	ukso
huksu	hukso
juksu	jukso
run#čuksu	run#tjukso
máksu	mákso
reaida#máksu	riejdda#mákso
mearre#áigi#máksu	mierre#ájgge#mákso
ieš#máksu	iesj#mákso
maŋŋil#máksu	maŋŋel#mákso
searvan#máksu	siervvan#mákso
guolástus#dikšun#máksu	guolástus#diksjun#mákso
láigo#máksu	lájggo#mákso
iežas#máksu	ietjas#mákso
gaskkustus#máksu	gaskustus#mákso
reanto#massu	rientto#masso
roassu	roasso
olmmoš#roassu	ålmusj#roasso
boazo#roassu	boatso#roasso
geassu	giesso
oktii#geassu	åktij#giesso
čoahkkái#geassu	tjoahkkáj#giesso
meassu	miesso
alla#meassu	alla#miesso
hálle#meassu	hálle#miesso
mihkal#meassu	mihkal#miesso
ruos#meassu	ruos#miesso
seassu	siesso
viessu	viesso
smávva#viessu	smávva#viesso
buohcciid#viessu	buohttsijd#viesso
buhcciid#viessu	buhttsijd#viesso
vuoncáid#viessu	vuonttsájd#viesso
ráđđe#viessu	rádde#viesso
searve#godde#viessu	siervve#gådde#viesso
digge#viessu	digge#viesso
badje#viessu	badje#viesso
vuolle#viessu	vuolle#viesso
spiidne#viessu	spijnne#viesso
guosse#viessu	guosse#viesso
buohcce#viessu	buohttse#viesso
universitehta#buohcce#viessu	uneversitehta#buohttse#viesso
searve#gotte#viessu	siervve#gåtte#viesso
bearaš#viessu	bierasj#viesso
njealje#bearaš#viessu	njieljje#bierasj#viesso
guovtte#bearaš#viessu	guovte#bierasj#viesso
áittardan#viessu	ájtardan#viesso
dálon#viessu	dálun#viesso
lohkan#viessu	låhkån#viesso
šaddo#viessu	sjaddo#viesso
olgo#viessu	ålggo#viesso
kultur#viessu	kultur#viesso
vuoncces#viessu	vuontses#viesso
rohkos#viessu	råhkus#viesso
biras#viessu	birás#viesso
bissu	bisso
hávla#bissu	hávlla#bisso
dávge#bissu	dávgge#bisso
njálmmis#luđen#bissu	njálmes#luden#bisso
sálon#bissu	sálun#bisso
gobba#bissu	gåbbå#bisso
missu	misso
varra#missu	varra#misso
nissu	nisso
reaisu	riejsso
beaive#reaisu	biejvve#riejsso
giisu	gijsso
healsu	hielsso
rimsu	rimsso
gámsu	gámsso
rámsu	rámsso
ánsu	ánsso
dánsu	dánsso
ránsu	ránsso
vuossu	vuosso
vearsu	viersso
vuorsu	vuorsso
mársu	mársso
korsu	kårsso
ruvsu	ruvsso
gádde#ruvsu	gádde#ruvsso
mihcamár#ruvso	mihtsamár#ruvsso
daŋas#ruvso	daŋás#ruvsso
ássu	ásso
dássu	dásso
vássu	vásso
kultur#vássu	kultur#vásso
bossu	båsso
vuotna#bossu	vuodna#båsso
sáide#bossu	sájdde#båsso
silde#bossu	sillde#båsso
báhkke#bossu	báhkke#båsso
alit#bossu	alet#båsso
boazu	boatso
fylkka#boazu	fylka#boatso
namma#boazu	namma#boatso
vuovde#boazu	vuovdde#boatso
badje#boazu	badje#boatso
botke#boazu	båtke#boatso
nieste#boazu	niesste#boatso
smávvil#boazu	smávvel#boatso
njuovvan#boazu	njuovvan#boatso
áldo#boazu	álldo#boatso
geahččo#boazu	giehttjo#boatso
vierro#boazu	vierro#boatso
duottar#boazu	duottar#boatso
varis#boazu	vares#boatso
roahcu	roahtso
buohcu	buohtso
njuohcu	njuohtso
muohcu	muohtso
báhcu	báhtso
jápmin#báhcu	jábmen#báhtso
njáhcu	njáhtso
sáhcu	sáhtso
cuovka#sáhcu	tsuovkka#sáhtso
boatka#sáhcu	boatka#sáhtso
stávval#sáhcu	stávval#sáhtso
njuolggo#hupman#sáhcu	njuolgo#hubman#sáhtso
njunne#suorran#sáhcu	njunne#suorran#sáhtso
juohkin#sáhcu	juohken#sáhtso
njuolggo#sáhcu	njuolgo#sáhtso
bárro#sáhcu	bárro#sáhtso
čuokkes#sáhcu	tjuokkes#sáhtso
cáhcu	tsáhtso
ohcu	åhtso
eahpe#ohcu	iehpe#åhtso
boazo#ohcu	boatso#åhtso
gohcu	gåhtso
njohcu	njåhtso
muorra#gakcu	muorra#gaktso
flamenco	flamentso
suozu	suotso
áicu	ájttso
dásse#deaddo#áicu	dásse#dieddo#ájttso
cáicu	tsájttso
hilcu	hilttso
cincu	tsinttso
áhká#cincu	áhká#tsinttso
bircu	birttso
lego#bircu	lego#birttso
gárcu	gárttso
fanas#gárcu	fanás#gárttso
guovssu	guovso
iđedis#guovssu	idedis#guovso
iđit#guovssu	idet#guovso
geŧo	geto
maŋidan#veto	maŋedan#veto
šiehtadallan#veto	sjiehtadallan#veto
boahtu	boahto
sisa#boahtu	sisa#boahto
vearro#sisa#boahtu	vierro#sisa#boahto
netto#sisa#boahtu	netto#sisa#boahto
eana#divat#sisa#boahtu	iena#divát#sisa#boahto
áigái#boahtu	ájggáj#boahto
reanto#boahtu	rientto#boahto
álbmot#boahtu	álmmut#boahto
goahtu	goahto
beahtu	biehto
diehtu	diehto
heagga#diehtu	hiegga#diehto
giella#diehtu	giella#diehto
oktavuohta#diehtu	åktåvuohta#diehto
árbe#diehtu	árbbe#diehto
eahpe#diehtu	iehpe#diehto
eatnan#diehtu	iednan#diehto
vuođđo#diehtu	vuoddo#diehto
kultur#diehtu	kultur#diehto
servvodat#diehtu	servudat#diehto
servodat#diehtu	servvudat#diehto
seahtu	siehto
alla#seahtu	alla#siehto
gávppálaš#seahtu	gávpálasj#siehto
ádel#seahtu	ádel#siehto
náittos#seahtu	nájtus#siehto
veahtu	viehto
ihtu	ihto
rihtu	rihto
luohtu	luohto
muohtu	muohto
rumšo#muohtu	rumssjo#muohto
ruohtu	ruohto
dávge#ruohtu	dávgge#ruohto
roahkke#ruohtu	roahkke#ruohto
bárro#ruohtu	bárro#ruohto
šluhtu	sluhto
áhtu	áhto
gáhtu	gáhto
láhtu	láhto
máhtu	máhto
duolba#máhtu	duolbba#máhto
lasta#máhtu	lassta#máhto
silke#máhtu	silkke#máhto
suoldne#máhtu	suolnne#máhto
lakse#máhtu	lakse#máhto
gišvaras#máhtu	gissjvaras#máhto
sis#máhtu	sis#máhto
roavttos#máhtu	roavtus#máhto
lađas#máhtu	ladás#máhto
njárbes#guolggat#máhtu	njárbbes#guolgat#máhto
ráhtu	ráhto
johtu	jåhto
njuolgga#johtu	njuolga#jåhto
gutna#johtu	gudna#jåhto
varra#johtu	varra#jåhto
birra#johtu	birra#jåhto
nuohtta#johtu	nuohtta#jåhto
rávdnje#johtu	rávnnje#jåhto
čáhce#johtu	tjáhtse#jåhto
gálvo#johtu	gálvvo#jåhto
lohtu	låhto
rohtu	råhto
loaktu	loakto
ravda#loaktu	ravdda#loakto
gohpe#loaktu	gåhpe#loakto
eaktu	iekto
dohkálašvuođa#eaktu	dåhkålasjvuoda#iekto
miela#eaktu	miela#iekto
bajás#šaddan#eaktu	bajás#sjaddan#iekto
ovttas#doaibman#eaktu	åvtås#doajmman#iekto
eallin#eaktu	iellen#iekto
vuođđo#eaktu	vuoddo#iekto
vuođđu#eaktu	vuoddo#iekto
molssa#eaktu	målså#iekto
molsa#eaktu	målsså#iekto
beaktu	biekto
signála#beaktu	signála#biekto
netto#beaktu	netto#biekto
geaktu	giekto
leaktu	liekto
liige#leaktu	lijgge#liekto
bálkestan#leaktu	bálkkestan#liekto
bargo#leaktu	barggo#liekto
čohkka#leaktu	tjåhkkå#liekto
liktu	likto
šliktu	slikto
duoktu	duokto
gaska#duoktu	gasska#duokto
maŋŋe#duoktu	maŋŋe#duokto
ovda#duoktu	åvddå#duokto
luoktu	luokto
ruoktu	ruokto
mánáid#ruoktu	mánájd#ruokto
beaive#ruoktu	biejvve#ruokto
sadjásaš#ruoktu	sadjásasj#ruokto
álbmot#ruoktu	álmmut#ruokto
buktu	bukto
ruktu	rukto
girdi#ruktu	girdde#rukto
váldo#girdi#ruktu	válldo#girdde#rukto
riddo#ruktu	riddo#rukto
govva#ruktu	gåvvå#rukto
ráktu	rákto
boaltu	boallto
báisa#boaltu	bájssa#boallto
čoaltu	tjoallto
sálte#čoaltu	sállte#tjoallto
salto	sallto
skieltu	skiellto
cumma#skieltu	tsumma#skiellto
čalbme#skieltu	tjalmme#skiellto
ohca#skieltu	åhtså#skiellto
biltu	billto
beallje#biltu	biellje#billto
buoltu	buollto
duoltu	duollto
sultu	sullto
álto	állto
áltu	állto
vuosttu	vuosto
astu	assto
oastu	oassto
vealggás#oastu	vælgás#oassto
goastu	goassto
giestu	giessto
leastu	liessto
meastu	miessto
guoksa#meastu	guoksa#miessto
gahper#muorje#meastu	gahper#muorjje#miessto
váran#meastu	várán#miessto
lávet#meastu	lávet#miessto
seastu	siessto
bistu	bissto
ieš#bistu	iesj#bissto
gistu	gissto
listu	lissto
fiila#listu	fijla#lissto
synoniima#listu	synunijma#lissto
ášše#listu	ássje#lissto
sátne#listu	sádne#lissto
konten#listu	kåntten#lissto
boađus#listu	boadus#lissto
birra#jođaldat#listu	birra#jådåldat#lissto
fáddá#listu	fáddá#lissto
bálká#listu	bálkká#lissto
narko-listu	narkko-lissto
hiistu	hijssto
máistu	májssto
suostu	suossto
boarstu	boarssto
bustu	bussto
lustu	lussto
borran#lustu	bårrån#lussto
návstu	návssto
muorra#návstu	muorra#návssto
fástu	fássto
vástu	vássto
ostu	åssto
goaŧŧu	goatto
geaŧŧu	gietto
lahttu	lahtto
stivra#lahttu	stivrra#lahtto
stáhta#lahttu	stáhta#lahtto
goansta#lahttu	goanssta#lahtto
mielde#lahttu	miellde#lahtto
varre#lahttu	varre#lahtto
várre#lahttu	várre#lahtto
rumaš#lahttu	rumasj#lahtto
miel#lahttu	miel#lahtto
vuoigatvuođa#miel#lahttu	vuojggatvuoda#miel#lahtto
ráddehus#miel#lahttu	ráddehus#miel#lahtto
dahku#lahttu	dahko#lahtto
álbmot#lahttu	álmmut#lahtto
oahttu	oahtto
rukses#oahttu	rukses#oahtto
doahttu	doahtto
roahttu	roahtto
bisám#roahttu	bisám#roahtto
hámman#roahttu	hámman#roahtto
čáhppes#roahttu	tjáhppes#roahtto
soahttu	soahtto
stuora#soahttu	stuora#soahtto
beahttu	biehtto
fiehttu	fiehtto
geahttu	giehtto
leahttu	liehtto
fihttu	fihtto
lihttu	lihtto
fága#lihttu	fága#lihtto
gielddaid#lihttu	gieldajd#lihtto
sátne#lihttu	sádne#lihtto
spábba#čiekčan#lihttu	spábba#tjiektjan#lihtto
oahppo#lihttu	oahppo#lihtto
náittos#lihttu	nájtus#lihtto
mihttu	mihtto
čađa#mihttu	tjada#mihtto
birra#mihttu	birra#mihtto
dikta#mihttu	dikta#mihtto
bieđgo#mihttu	bierggo#mihtto
geasso#mihttu	giesso#mihtto
vihttu	vihtto
suhttu	suhtto
dáhttu	dáhtto
buorre#dáhttu	buorre#dáhtto
gáhttu	gáhtto
smerra#gáhttu	smerra#gáhtto
ábe#gáhttu	ábe#gáhtto
buse#gáhttu	buse#gáhtto
smier#gáhttu	smier#gáhtto
sis#gáhttu	sis#gáhtto
bus#gáhttu	bus#gáhtto
skáhttu	skáhtto
láhttu	láhtto
goahte#láhttu	goahte#láhtto
beaive#láhttu	biejvve#láhtto
eahkedis#láhttu	iehkedis#láhtto
ealáhat#láhttu	æláhat#láhtto
eahket#láhttu	iehket#láhtto
máhttu	máhtto
giella#máhttu	giella#máhtto
meahcce#máhttu	miehttse#máhtto
eŋgelas#giel#máhttu	eŋggelas#giel#máhtto
vuodjan#máhttu	vuodjan#máhtto
lohkan#máhttu	låhkån#máhtto
fidno#máhttu	fiddno#máhtto
servodat#máhttu	servvudat#máhtto
sáhttu	sáhtto
buohcce#sáhttu	buohttse#sáhtto
váhttu	váhtto
bohttu	båhtto
sner#bohttu	sner#båhtto
eksos#bohttu	eksus#båhtto
pohttu	påhtto
rohttu	råhtto
čáhppes#rohttu	tjáhppes#råhtto
giitu	gijtto
liitu	lijtto
niitu	nijtto
luoitu	luojtto
maŋŋe#luoitu	maŋŋe#luojtto
oktii#luoitu	åktij#luojtto
uhcidan#luoitu	uhtsedan#luojtto
geardun#luoitu	gierddun#luojtto
oaivve#sis#luoitu	oajve#sis#luojtto
ieš#golahus#luoitu	iesj#gålåhus#luojtto
vuoitu	vuojtto
sáme#meašttir#vuoitu	sáme#miesjter#vuojtto
sáme#measttir#vuoitu	sáme#miester#vuojtto
uitu	ujtto
huitu	hujtto
skuitu	skujtto
muitu	mujtto
mátke#muitu	mátke#mujtto
agi#beai#muitu	age#biej#mujtto
dološ#muitu	dålusj#mujtto
bisto#muitu	bissto#mujtto
kultur#muitu	kultur#mujtto
ruitu	rujtto
liemas#ruitu	liemas#rujtto
jorba#ruitu	jårbbå#rujtto
snáitu	snájtto
spáitu	spájtto
reantu	rientto
maŋŋil#reantu	maŋŋel#rientto
maŋŋonan#reantu	maŋŋunan#rientto
sisa#bidjo#reantu	sisa#bidjo#rientto
sisa#bidju#reantu	sisa#bidjo#rientto
spintu	spintto
lánto	lántto
šlántu	slántto
konto	kåntto
kontu	kåntto
báŋko#kontu	báŋkko#kåntto
guottu	guotto
goartu	goartto
fiertu	fiertto
viertu	viertto
muortu	muortto
vuosku#muortu	vuossko#muortto
smuortu	smuortto
nuortu	nuortto
murtu	murtto
dikso#murtu	dikso#murtto
smurtu	smurtto
snurtu	snurtto
spártu	spártto
čižže#spártu	tjidtje#spártto
mortu	mårtto
porto	pårtto
láttu	látto
guoro#láttu	guoro#látto
guorro#láttu	guorro#látto
sáttu	sátto
girdi#sáttu	girdde#sátto
girko#sáttu	girkko#sátto
kirko#sáttu	kirkko#sátto
lotto	låtto
ruvtto	ruvto
klássa#ruvtto	klássa#ruvto
savu	savo
gáivvo	gájvo
cirggas#gáivvo	tsirgas#gájvo
njuovu	njuovo
soavvu	soavvo
heavvu	hievvo
skiipa#heavvu	skijppa#hievvo
neavvu	nievvo
oahppa#neavvu	oahppa#nievvo
gitta#neavvu	gitta#nievvo
duodje#neavvu	duodje#nievvo
veahkke#neavvu	viehkke#nievvo
báhčin#neavvu	báhtjen#nievvo
johtin#neavvu	jåhten#nievvo
borran#neavvu	bårrån#nievvo
bivdo#neavvu	bivddo#nievvo
gitta#bivdo#neavvu	gitta#bivddo#nievvo
oahppo#neavvu	oahppo#nievvo
el-neavvu	el-nievvo
rievvu	rievvo
bivvu	bivvo
sivvu	sivvo
doaivu	doajvvo
eahpe#doaivu	iehpe#doajvvo
goaivu	goajvvo
guolle#goaivu	guolle#goajvvo
gáffal#goaivu	gáffal#goajvvo
káffal#goaivu	káffal#goajvvo
deaivu	diejvvo
siivu	sijvvo
čođđe#siivu	tjådde#sijvvo
sorbme#siivu	sårmme#sijvvo
maŋeš#siivu	maŋesj#sijvvo
viivu	vijvvo
gáivo	gájvvo
cirggas#gáivo	tsirgas#gájvvo
doalvu	doalvvo
sátne#doalvu	sádne#doalvvo
sáddat#doalvu	sáddat#doalvvo
gilvu	gilvvo
olympiija#gilvu	ålympijja#gilvvo
tandem#čuoigan#gilvu	tanddem#tjuojggan#gilvvo
čállin#gilvu	tjállen#gilvvo
design#gilvu	desegn#gilvvo
meašttir#gilvu	miesjter#gilvvo
sis#bandy#gilvu	sis#banddy#gilvvo
álvu	álvvo
gálvu	gálvvo
rievdda#gálvu	rievda#gálvvo
antihkka#gálvu	anttehkka#gálvvo
stuhkka#gálvu	stuhkka#gálvvo
web#gálvu	web#gálvvo
ávke#gálvu	ávkke#gálvvo
gávpe#gálvu	gávppe#gálvvo
geavahan#gálvu	gievahan#gálvvo
lonuhan#gálvu	lånuhan#gálvvo
doalvun#gálvu	doalvvun#gálvvo
hilgo#gálvu	hilggo#gálvvo
gáhččo#gálvu	gáhttjo#gálvvo
atnu#gálvu	adno#gálvvo
stohpo#gálvu	ståhpo#gálvvo
viesso#gálvu	viesso#gálvvo
sálvu	sálvvo
njuovvu	njuovvo
čuovvu	tjuovvo
maŋis#čuovvu	maŋes#tjuovvo
ruovvu	ruovvo
arvu	arvvo
nuorvu	nuorvvo
lurvu	lurvvo
árvu	árvvo
lahka#árvu	lahka#árvvo
gaska#árvu	gasska#árvvo
oahppa#árvu	oahppa#árvvo
sierra#árvu	sierra#árvvo
sisa#árvu	sisa#árvvo
ekvivaleansa#árvu	ekvevaleansa#árvvo
nuohtta#árvu	nuohtta#árvvo
rádje#árvu	rádje#árvvo
lasse#árvu	lasse#árvvo
lassi#árvu	lasse#árvvo
dásse#árvu	dásse#árvvo
ieš#árvu	iesj#árvvo
olmmoš#árvu	ålmusj#árvvo
buvttadan#árvu	buvtadan#árvvo
lonuhan#árvu	lånuhan#árvvo
obba#oastin#árvu	åbbå#oassten#árvvo
lohkan#árvu	låhkån#árvvo
vuođđo#árvu	vuoddo#árvvo
gollo#árvu	gållo#árvvo
boahto#árvu	boahto#árvvo
olles#árvu	ålles#árvvo
dálá#árvu	dálá#árvvo
gárvu	gárvvo
liika#gárvu	lijkka#gárvvo
giehta#gárvu	giehta#gárvvo
dorvu	dårvvo
sosiála#dorvu	sosial#dårvvo
eahpe#dorvu	iehpe#dårvvo
ávvu	ávvo
lávvu	lávvo
mihtto#lávvu	mihtto#lávvo
rávvu	rávvo
fierbme#rávvu	fiermme#rávvo
vávvu	vávvo
fakŋu	fagŋo
soakŋu	soagŋo
girko#soakŋu	girkko#soagŋo
kirko#soakŋu	kirkko#soagŋo
soagŋu	soaggŋo
ákŋu	ágŋo
cuoŋu	tsuoŋo
ruovde#cuoŋu	ruovdde#tsuoŋo
bátne#cuoŋu	bádne#tsuoŋo
átŋu	átŋo
maŋŋu	maŋŋo
goargŋu	goarŋŋo
cup	tsup
hip-hop	hip-håp
pop	påp
action#pop	action#påp
dimbbar	dimbar
sahen#dimbbar	sahen#dimbar
šlimbbar	slimbar
šlámbbar	slámbar
sylinddar	sylenddar
forminddar	fårmenddar
flundar	flunddar
snow^boardar	snåw^boarddar
kurdar	kurddar
spáiddar	spájdar
álddar	áldar
finddar	findar
unddar	undar
kunddar	kundar
fuođar	fuodar
álbme#fuođar	álmme#fuodar
fápmo#fuođar	fábmo#fuodar
ruonas#fuođar	ruonas#fuodar
fálffar	fálfar
čiegar	tjiegar
boargar	boarggar
sáiggar	sájgar
spiŋggar	spiŋgar
didde#spiŋggar	didde#spiŋgar
uŋggar	uŋgar
speajar	spiejar
guotnjar	guodnjar
čuovga#suonjar	tjuovgga#suonjar
komihkar	kåmehkar
teknihkar	teknehkar
klassihkar	klassehkar
musihkar	musehkar
fysihkar	fysehkar
kritihkar	kritehkar
optihkar	åptehkar
akademihkar	akádemihkar
mekanihkar	mekánihkar
botanihkar	båtånihkar
historihkar	hissturihkar
politihkar	påletihkar
estetihkar	esstetihkar
kiikkar	kijkar
politihkkar	påletihkkar
giikar	gijkkar
čuokkar	tjuokkar
dieskkar	dieskar
áŋkkar	áŋkar
tráilar	trájlar
oppa#tráilar	åppå#trájlar
semi-tráilar	semi-trájlar
kuntepillar	kunttepillar
matrikkel#nummar	matrekkel#nummar
bismmar	bismar
maŋŋe#bismmar	maŋŋe#bismar
áibmo#bismmar	ájmmo#bismar
gaigŋir#bismmar	gajŋŋer#bismar
dudnar	duddnar
dutnar	dudnar
medisiinnar	medesijnar
šloahpar	sloahpar
eana#guoppar	iena#guoppar
jeasta#guoppar	jiessta#guoppar
beallje#guoppar	biellje#guoppar
eanan#guoppar	ienan#guoppar
geavvan#guoppar	gievvan#guoppar
hersko#guoppar	herssko#guoppar
bohcco#guoppar	båhttso#guoppar
čuorpmas#guoppar	tjuormas#guoppar
mátta#váimmos#guoppar	mátta#vájmus#guoppar
čurot#guoppar	tjurut#guoppar
šluppar	sluppar
programmerar	prågråmmerar
bunzzar	buntsar
gufihtar	gufehtar
milli#mehtar	mille#mehtar
senti#mehtar	sentte#mehtar
centi#mehtar	tsentte#mehtar
guđahas#mehtar	gudáhas#mehtar
gilomehtar	gilumehtar
baromehtar	barumehtar
desilihtar	deselihtar
skielttar	skieltar
goahte#skielttar	goahte#skieltar
filttar	filtar
skilttar	skiltar
orkeastar	årkkeastar
orkeasttar	årkkeastar
loasttar	loastar
kloasttar	kloastar
magisttar	magestar
registtar	regestar
mearka#registtar	mierkka#regestar
vaksina^sjons#registtar	vaksena^sjåns#regestar
viesttar	viestar
ministtar	minestar
gielda#ministtar	giellda#minestar
finánsa#ministtar	finánsa#minestar
ruhta#ministtar	ruhta#minestar
stáhta#ministtar	stáhta#minestar
ovddidan#ministtar	åvdedan#minestar
searvadahttin#ministtar	siervvadahttin#minestar
bargo#ministtar	barggo#minestar
guovlo#ministtar	guovllo#minestar
kultur#ministtar	kultur#minestar
suodjalus#ministtar	suodjalus#minestar
biras#ministtar	birás#minestar
olgo#rit#ministtar	ålggo#rit#minestar
minsttar	minstar
gunsttar	gunstar
plásttar	plástar
centi#littar	tsentte#littar
šláttar	sláttar
bulvvar	bulvar
ivdne#bulvvar	ivnne#bulvar
saŋáš#bulvvar	saŋásj#bulvar
luhtehas#bulvvar	luhtehas#bulvar
pulvvar	pulvar
ivdne#pulvvar	ivnne#pulvar
meahcce#luovvar	miehttse#luovvar
vilges#luovvar	vilgges#luovvar
álsset#luovvar	álset#luovvar
girdi#hávvar	girdde#hávvar
johka#hávvar	jåhkå#hávvar
cy^ber	tsy^ber
fiiber	fijbber
gálbir	gálbber
skibir	skiber
skuvla#skibir	skuvlla#skiber
guobir	guober
bábir	báber
buolla#bábir	buolla#báber
čála#bábir	tjála#báber
ášše#bábir	ássje#báber
njammi#bábir	njamme#báber
láhtte#bábir	láhtte#báber
karbon#bábir	karbbun#báber
ohcan#bábir	åhtsån#báber
sátto#bábir	sátto#báber
árvo#bábir	árvvo#báber
koriánder	kåriánder
máđir	máder
deagga#máđir	diegga#máder
stuorra#máđir	stuorra#máder
giedde#máđir	giedde#máder
jeagge#máđir	jiegge#máder
riddo#máđir	riddo#máder
bealdo#máđir	bielldo#máder
rohto#máđir	råhto#máder
vilges#máđir	vilgges#máder
fiskes#máđir	fisskes#máder
váđir	váder
kefir	kefer
luffir	luffer
nagir	nager
dálve#nagir	dálvve#nager
giegir	gieger
tiiger	tijgger
háigir	hájgger
hoašša#háigir	hoassja#hájgger
vilges#háigir	vilgges#hájgger
ránes#háigir	ránes#hájgger
čáhppes#háigir	tjáhppes#hájgger
skuoggir	skuogger
šaŋger	sjaŋgger
šáŋger	sjáŋgger
dággir	dágger
spigir	spiger
sráŋga#spigir	sráŋgga#spiger
muogir	muoger
hamburger	hambburger
gágir	gáger
luođđa#láger	luodda#láger
gurra#luođđa#láger	gurra#luodda#láger
jorre#láger	jårre#láger
njoalve#láger	njoalvve#láger
johtin#láger	jåhten#láger
manager	manáger
ságir	ságer
suonjir	suonjer
maššir	massjer
veažir	vietjer
plásta#veažir	plássta#vietjer
muovve#veažir	muovve#vietjer
veahčir	viehtjer
re^fleaksa#veahčir	re^flieksa#viehtjer
šáhčir	sjáhtjer
skáhčir	skáhtjer
čealčir	tjielttjer
skážir	skátjer
miehta#skážir	miehta#skátjer
dálve#skážir	dálvve#skátjer
rocker	råcker
báhkir	báhker
lohkir	låhker
lohkkir	låhkker
feaskkir	fiesker
olgo#feaskkir	ålggo#fiesker
svisker	svissker
fáskir	fássker
ávskkir	ávsker
fáskkir	fásker
váskkir	vásker
wobbler	wåbbler
luossa#wobbler	luossa#wåbbler
trailer	trajler
geallir	gieller
dorvo#geallir	dårvvo#gieller
keallir	kieller
kullir	kuller
vuoigatvuođa#kánsler	vuojggatvuoda#kánsler
riikka#dáler	rijka#dáler
goapmir	goabmer
hoapmir	hoabmer
ápmir	ábmer
opmir	åbmer
hopmir	håbmer
áiro#hopmir	ájro#håbmer
sopmir	såbmer
jávre#sopmir	jávrre#såbmer
šimir	sjimer
niibe#šimir	nijbbe#sjimer
ákšo#šimir	áksjo#sjimer
šlimir	slimer
nummir	nummer
olmmoš#nummir	ålmusj#nummer
telefon#nummir	telefon#nummer
person#nummir	perssun#nummer
muito#nummir	mujtto#nummer
gámmir	gámmer
čalbme#gámmir	tjalmme#gámmer
kámmir	kámmer
poles#kámmir	påles#kámmer
romer	råmer
designer	desegner
stáinnir	stájner
bovle#stáinnir	båvlle#stájner
soinnir	såjner
kontainer	kånttåjner
gahpir	gahper
snuiba#gahpir	snujbba#gahper
ságge#gahpir	ságge#gahper
suodje#gahpir	suodje#gahper
alpin#suodje#gahpir	alppen#suodje#gahper
miese#gahpir	miese#gahper
čieh#gahpir	tjieh#gahper
čuoih#gahpir	tjuojh#gahper
ládjo#gahpir	ládjo#gahper
nulpo#gahpir	nulppo#gahper
foahpir	foahper
goahpir	goahper
eappir	iepper
vuodja#eappir	vuodja#iepper
lohkke#eappir	låhkke#iepper
mielke#eappir	mielkke#iepper
top^scorer	tåp^scårer
geaissir	giejser
keaissir	kiejser
viissir	vijser
vissir	visser
gazir	gatser
bihcir	bihtser
gaccir	gattser
busir	buser
teahter	tiehter
milli#mehter	mille#mehter
senti#mehter	sentte#mehter
centi#mehter	tsentte#mehter
njealjádas#kilo#mehter	njæljjádas#kilo#mehter
guđahas#mehter	gudáhas#mehter
gilomehter	gilumehter
baromehter	barumehter
našunal#te^áhter	nasjunal#te^áhter
gávpot#te^áhter	gávpput#te^áhter
dohkká#te^áhter	dåhkkå#te^áhter
gáhtir	gáhter
ohter	åhter
skohter	skåhter
muohta#skohter	muohta#skåhter
meašttir	miesjter
luodda#meašttir	luodda#miesjter
olympia#meašttir	ålympia#miesjter
olympiija#meašttir	ålympijja#miesjter
