sálvi^a	sálvve^a
linci	linttse
šlinzi	slinttse
rinzi	rinttse
bunci	bunttse
runzi	runttse
ránce	ránttse
ránci	ránttse
hearci	hierttse
birzi	birttse
gurci	gurttse
sturci	sturttse
geavzi	gievttse
livzi	livttse
rivzi	rivttse
juovzi	juovttse
gávzi	gávttse
bizebáze	bitsebátse
laktose	laktuse
goahti	goahte
moahti	moahte
soahti	soahte
heahti	hiehte
miehti	miehte
neahti	niehte
vihti	vihte
guohti	guohte
čuohti	tjuohte
luohti	luohte
čuhti	tjuhte
áhti	áhte
báhti	báhte
jáhti	jáhte
lohti	låhte
mohti	måhte
sohti	såhte
eitte	ejte
lakti	lakte
oakti	oakte
loakti	loakte
riekti	riekte
føy^dalriekti	føy^dalriekte
seakti	siekte
luokti	luokte
lukti	lukte
bákti	bákte
dákti	dákte
gákti	gákte
fielti	fiellte
jielti	jiellte
čielti	tjiellte
vielti	viellte
filte	fillte
sulti	sullte
hálti	hállte
sálti	sállte
destamente	desstamente
testamente	tesstamente
deastámente	dæsstámente
vuostálasti	vuosstálaste
sihkkarasti	sihkkaraste
baste	basste
oasti	oasste
sasti	sasste
beste	besste
beasti	biesste
niesti	niesste
sisti	sisste
visti	visste
luiste	lujsste
báiste	bájsste
luosti	luosste
vuosti	vuosste
jávsti	jávsste
návste	návsste
návsti	návsste
fásti	fásste
lásti	lásste
náste	násste
násti	násste
raŧŧi	ratte
uhcidahtti	uhtsedahtte
geardudahtti	gierddudahtte
gahtti	gahtte
juogihahtti	juogehahtte
šlahtti	slahtte
mahtti	mahtte
boahtti	boahtte
diehtti	diehtte
niehtti	niehtte
pe^a-niehtti	pe^a-niehtte
riehtti	riehtte
dihtti	dihtte
šihtti	sjihtte
lihtti	lihtte
skuohtti	skuohtte
muohtti	muohtte
nuohtti	nuohtte
ruohtti	ruohtte
áhtti	áhtte
fáhtti	fáhtte
láhtti	láhtte
bohtti	båhtte
johtti	jåhtte
vuoiti	vuojtte
buiti	bujtte
guite	gujtte
kuite	kujtte
muiti	mujtte
suite	sujtte
áiti	ájtte
skáiti	skájtte
smáiti	smájtte
sáiti	sájtte
hanti	hantte
sente	sentte
finte	fintte
vinte	vintte
suonti	suontte
šlánte	slántte
bonte	båntte
gonte	gåntte
smarti	smartte
boarti	boartte
sarti	sartte
earti	iertte
guorti	guortte
nuorti	nuortte
suorti	suortte
gurti	gurtte
čurti	tjurtte
smurti	smurtte
bárti	bártte
dorte	dårtte
horti	hårtte
juvtte	juvte
ruvtte	ruvte
karate	karáte
ereive	erejve
avvi	avve
davvi	davve
njavvi	njavve
goavvi	goavve
roavvi	roavve
beavvi	bievve
bievvi	bievve
skievvi	skievve
reavvi	rievve
ceavvi	tsievve
hivvi	hivve
oaivi	oajvve
beaivi	biejvve
šleaivi	sliejvve
reive	rejvve
e-reive	e-rejvve
breive	brejvve
veive	vejvve
šliivi	slijvve
skuoivi	skuojvve
duivi	dujvve
ruivi	rujvve
láivi	lájvve
sáivi	sájvve
váivi	vájvve
moivi	måjvve
jalvi	jalvve
doalvi	doalvve
goalvi	goalvve
soalvi	soalvve
valvi	valvve
čilvi	tjilvve
silvi	silvve
njuolvi	njuolvve
dulvi	dulvve
álvi	álvve
dálvi	dálvve
jálvi	jálvve
skálvi	skálvve
golve	gålvve
holve	hålvve
njolvi	njålvve
duovvi	duovve
njuovvi	njuovve
luovvi	luovve
muovvi	muovve
nuovvi	nuovve
suovvi	suovve
arvi	arvve
bađvi	barvve
darvi	darvve
njarvi	njarvve
šnjarvi	sjnjarvve
smarvi	smarvve
doarvi	doarvve
goarvi	goarvve
njoađve	njoarvve
njoađvi	njoarvve
čoarvi	tjoarvve
noarvi	noarvve
soarvi	soarvve
searvi	siervve
irvi	irvve
njirvi	njirvve
šnjirvi	sjnjirvve
liđvi	lirvve
nirvi	nirvve
siđvi	sirvve
hurvi	hurvve
lurvi	lurvve
šlurvi	slurvve
smurvi	smurvve
bárvi	bárvve
dáđvi	dárvve
gárvi	gárvve
nárvi	nárvve
várve	várvve
dorve	dårvve
torve	tårvve
luvvi	luvve
hávvi	hávve
njávvi	njávve
skávvi	skávve
lávvi	lávve
skovvi	skåvve
rovvi	råvve
čeagŋi	tjieggŋe
čávgŋi	tjávgŋe
bákŋi	bágŋe
čuoŋi	tjuoŋe
maŋŋi	maŋŋe
jargŋi	jarŋŋe
meargŋi	mierŋŋe
gárgŋi	gárŋŋe
jiddisch	jiddesch
Kárášjoh	Kárásjjoh
máđii	mádij
ásii	ásij
gaccebaš	gattsebasj
ustibaš	usstebasj
dárbbaš	dárbasj
áddjubaš	áddjubasj
giljobaš	giljjubasj
gilljobaš	gilljubasj
áhkkubaš	áhkkubasj
geađaš	giedasj
eahkedaš	iehkedasj
hiđaš	hidasj
nieiddaš	niejdasj
buđaš	budasj
gibbagaš	gibbagasj
várjjagaš	várjagasj
lagaš	lagasj
gáhpagaš	gáhpagasj
sivjjogaš	sivjugasj
mágaš	mágasj
buolbmágaš	buolmmágasj
gearjahaš	gierjjahasj
miellahaš	miellahasj
oapmahaš	oabmahasj
unnahaš	unnahasj
bánnahaš	bánnahasj
nuorahaš	nuorahasj
uhcahaš	uhtsahasj
láhkkehaš	láhkkehasj
áinnuhaš	ájnuhasj
háldejaš	hálldejasj
boldejaš	bålldejasj
láskejaš	lásskejasj
dullejaš	dullejasj
dulejaš	dulejasj
báidnejaš	bájnnejasj
vieljaš	vieljjasj
vuonjaš	vuonjasj
vuojaš	vuojasj
bihkaš	bihkasj
herodi^alaš	herude^alasj
syri^alaš-feniki^alaš	syre^alasj-feneke^alasj
antioki^alaš	anttioke^alasj
galile^alaš	galele^alasj
itali^alaš	itále^alasj
makedoni^alaš	makedone^alasj
etiopi^alaš	etiope^alasj
hebre^alaš	hebre^alasj
aleksandri^alaš	aleksandre^alasj
bere^alaš	bere^alasj
syri^alaš	syre^alasj
bulgári^alaš	bulggáre^alasj
samari^alaš	samáre^alasj
farise^alaš	farese^alasj
arimate^alaš	aremate^alasj
galati^alaš	galáte^alasj
arabalaš	arábalasj
nieidalaš	niejddalasj
gándalaš	gánddalasj
saddukealaš	saddukealasj
aramealaš	arámealasj
hål^øygalaš	hål^øygalasj
diakritihkalaš	diakretihkalasj
tessalonikalaš	tessalonikalasj
heakkalaš	hiekkalasj
greikalaš	grejkkalasj
duiskalaš	dujsskalasj
dánskalaš	dánsskalasj
ránskalaš	ránsskalasj
beallalaš	biellalasj
katolalaš	katulalasj
dammalaš	dammalasj
sodomalaš	sådumalasj
pakistanalaš	pakestanalasj
atenalaš	atenalasj
ty^atiralaš	ty^ateralasj
epikuralaš	epekuralasj
gursalaš	gurssalasj
gerasalaš	gerásalasj
korintalaš	kårentalasj
egyptalaš	egyptalasj
hammerfeastalaš	hammerfeastalasj
hámmárfeastalaš	hámmárfeastalasj
heasttalaš	hiestalasj
filistalaš	filestalasj
germanisttalaš	germanistalasj
kristtalaš	kristalasj
partalaš	parttalasj
nuortalaš	nuorttalasj
generatiivalaš	generatijvalasj
substantiivvalaš	substantijvvalasj
moablaš	moablasj
lehablaš	leháblasj
arvadlaš	arvvadlasj
derbelaš	derbbelasj
bieđđilaš	bieddelasj
šuđđilaš	sjuddelasj
suđđilaš	suddelasj
láddelaš	láddelasj
ludelaš	ludelasj
ládelaš	ládelasj
ofelaš	åfelasj
bealaš	bielasj
náhkkelaš	náhkkelasj
arkilaš	arkkelasj
birkelaš	birkkelasj
moskilaš	måsskelasj
beallelaš	biellelasj
oapmelaš	oabmelasj
suopmelaš	suobmelasj
suopmilaš	suobmelasj
sápmelaš	sábmelasj
kyrenelaš	kyrenelasj
sinilaš	sinelasj
bárdnelaš	bárnnelasj
mázelaš	mátselasj
ruoŧŧelaš	ruottelasj
ruoŧŧilaš	ruottelasj
hevilaš	hevelasj
hávvelaš	hávvelasj
kasluhlaš	kasluhlasj
naftuhlaš	naftuhlasj
korahlaš	kåråhlasj
durdnosleagilaš	durnnusleagilasj
romanilaš	råmånilasj
filippilaš	fileppilasj
girgašlaš	girggasjlasj
letušlaš	letusjlasj
amaleklaš	amáleklasj
isma^ellaš	issma^ellasj
isra^ellaš	isra^ellasj
ciellaš	tsiellasj
gárjillaš	gárjjellasj
hamlaš	hamlasj
adullamlaš	adullamlasj
emlaš	emlasj
edomlaš	edumlasj
leumlaš	leumlasj
elamlaš	elámlasj
anamlaš	anámlasj
kanaanlaš	kanaanlasj
midjanlaš	midjanlasj
kenlaš	kenlasj
kadmonlaš	kadmunlasj
ammonlaš	ammunlasj
finnmárkolaš	finnmárkolasj
buolaš	buolasj
aššurlaš	assjurlasj
amorlaš	amurlasj
kaftorlaš	kafturlasj
hagarlaš	hagárlasj
semarlaš	semárlasj
kenislaš	keneslasj
perislaš	pereslasj
nikolaoslaš	nikulaoslasj
efesoslaš	efesoslasj
jebuslaš	jebuslasj
ealáhuslaš	æláhuslasj
damaskuslaš	damáskuslasj
kyproslaš	kypruslasj
patroslaš	patruslasj
suslaš	suslasj
hetlaš	hetlasj
nasaretlaš	nasáretlasj
hamatlaš	hamátlasj
árbbolaš	árbulasj
ráidolaš	rájddulasj
sirdolaš	sirddulasj
sirddolaš	sirdulasj
láigolaš	lájggulasj
golgolaš	gålggulasj
gárgolaš	gárggulasj
porsáŋgulaš	pårssåŋgulasj
sogolaš	sågulasj
vašolaš	vasjulasj
niehkulaš	niehkulasj
bálkkolaš	bálkulasj
finnmárkulaš	finnmárkulasj
dálolaš	dálulasj
albmulaš	almmulasj
deatnulaš	diednulasj
ainolaš	ajnulasj
gáidnulaš	gájnnulasj
gávpolaš	gávppulasj
osolaš	åsulasj
lihtolaš	lihtulasj
sáhttolaš	sáhttulasj
gievvulaš	gievvulasj
judálaš	judálasj
juvddálaš	juvdálasj
heađálaš	hædálasj
refalaš	refálasj
sifalaš	sifálasj
filosofálaš	filusofálasj
bahálaš	bahálasj
behálaš	behálasj
bajálaš	bajálasj
vašálaš	vasjálasj
amerihkálaš	amerihkálasj
náhkálaš	náhkálasj
mátkkálaš	mátkkálasj
bupmálaš	bubmálasj
gummálaš	gummálasj
bárdnálaš	bárnnálasj
mánnálaš	mánnálasj
gávppálaš	gávpálasj
sálaš	sálasj
kretalaš	kretálasj
spihtálaš	spihtálasj
skytalaš	skytálasj
sogalaš	sågålasj
romalaš	råmålasj
skoltalaš	skålltålasj
stoalaš	stålasj
čiehčamaš	tjiehtjamasj
čiehččamaš	tjiehttjamasj
runtamaš	runttamasj
čihččemaš	tjihttjemasj
váhnemaš	váhnemasj
gorremaš	gårremasj
imaš	imasj
almmaš	almasj
gearpmaš	giermasj
genddomaš	gendumasj
rumaš	rumasj
goarrámaš	goarrámasj
huonaš	huonasj
náránaš	náránasj
gahcepaš	gahtsepasj
gaccepaš	gattsepasj
vuohpaš	vuohpasj
ráppaš	ráppasj
cizopaš	tsitsupasj
áhpparaš	áhpparasj
bearaš	bierasj
unnoraš	unnurasj
návrraš	návrasj
anáraš	anárasj
skihpáraš	skihpárasj
eahpáraš	æhpárasj
nammasaš	nammasasj
gazzaš	gadtsasj
fárrosaš	fárrusasj
sadjásaš	sadjásasj
ráhkkásaš	ráhkkásasj
sásaš	sásasj
ovdasaš	åvddåsasj
lasttaš	lastasj
johttevaš	jåhttevasj
dáivvaš	dájvasj
ruvaš	ruvasj
seaŋaš	sieŋasj
vuoiŋŋaš	vuojŋasj
gáibbeš	gájbesj
orbbeš	årbesj
ovdeš	åvddesj
viđeš	videsj
verddeš	verdesj
guđeš	gudesj
čuđeš	tjudesj
lovddeš	låvdesj
lageš	lagesj
bárggeš	bárgesj
logeš	lågesj
njelješ	njeljjesj
gižeš	gitjesj
čižeš	tjitjesj
behkeš	behkesj
cekkeš	tsekkesj
herkkeš	herkesj
čeŋkkeš	tjeŋkesj
naleš	nalesj
beleš	belesj
spileš	spilesj
galleš	gallesj
jalleš	jallesj
luleš	lulesj
doleš	dålesj
golmmeš	gålmesj
jumeš	jumesj
jámeš	jámesj
ganeš	ganesj
ganiš	ganesj
golnneš	gålnesj
gáneš	gánesj
curreš	tsurresj
oreš	åresj
gacceš	gattsesj
gávcceš	gávttsesj
ovcceš	åvttsesj
guvtteš	guvtesj
ovtteš	åvtesj
maŋeš	maŋesj
maŋŋeš	maŋŋesj
bárefuoš	bárefuosj
bártnehuoš	bárnehuosj
bárehuoš	bárehuosj
albmáhuoš	almmáhuosj
mánáhuoš	mánáhuosj
olbmáhuoš	ålmmåhuosj
jámeškuoš	jámesjkuosj
heabuš	hiebusj
vuolebuš	vuolebusj
vuolibuš	vuolebusj
beibboš	bejbusj
seaibbuš	siejbusj
bađoš	badusj
bađuš	badusj
goidoš	gåjddusj
mieđuš	miedusj
fuđoš	fudusj
báđoš	bádusj
gálgoš	gálggusj
gárgoš	gárggusj
bávgoš	bávggusj
rávgoš	rávggusj
rovgoš	råvggusj
olggoš	ålgusj
barggoš	bargusj
bajoš	bajusj
bajuš	bajusj
hejoš	hejusj
áhkoš	áhkusj
beškkoš	besjkusj
gietkkuš	gietkkusj
ruotkkuš	ruotkkusj
mátkkuš	mátkkusj
šákkoš	sjákkusj
siskkoš	siskusj
juolgeluš	juolggelusj
siskeluš	sisskelusj
siskiluš	sisskelusj
bátneluš	bádnelusj
oaiveluš	oajvvelusj
sulloš	sullusj
vuoluš	vuolusj
vuloš	vulusj
bajáluš	bajálusj
figgamuš	figgamusj
viggamuš	viggamusj
galgamuš	galggamusj
dadjamuš	dadjamusj
viežžamuš	viedtjamusj
rahčamuš	rahtjamusj
dahkamuš	dahkamusj
juhkamuš	juhkamusj
dutkamuš	dutkamusj
ballamuš	ballamusj
hállamuš	hállamusj
soahpamuš	soahpamusj
gáhtamuš	gáhtamusj
smiehttamuš	smiehttamusj
njuovvamuš	njuovvamusj
boaldimuš	boalldemusj
birgemuš	birggemusj
báhčimuš	báhtjemusj
siskkimuš	siskemusj
sállemuš	sállemusj
manimuš	manemusj
monimuš	månemusj
máksimuš	máksemusj
boahtimuš	boahtemusj
diktemuš	diktemusj
fáktemuš	fáktemusj
giitimuš	gijttemusj
láitimuš	lájttemusj
olmmoš	ålmusj
olbmoš	ålmmusj
vuomuš	vuomusj
derpmoš	dermusj
genddomuš	gendumusj
cuoigumuš	tsuojggumusj
áigumuš	ájggumusj
buotnjomuš	buodnjumusj
buotnjumuš	buodnjumusj
čuožžumuš	tjuodtjumusj
oskumuš	åsskumusj
boaibmumuš	boajmmumusj
átnumuš	ádnumusj
sárdnumuš	sárnnumusj
goarrumuš	goarrumusj
dáhttumuš	dáhttumusj
čuovvumuš	tjuovvumusj
addámuš	addámusj
váidámuš	vájddámusj
vuordámuš	vuorddámusj
boaldámuš	boalldámusj
vuodjámuš	vuodjámusj
bahčámuš	bahtjámusj
báhčámuš	báhtjámusj
cealkámuš	tsælkkámusj
veto-cealkámuš	veto-tsælkkámusj
gillámuš	gillámusj
čállámuš	tjállámusj
eallámuš	ællámusj
atnámuš	adnámusj
oaidnámuš	oajnnámusj
máksámuš	máksámusj
luohttámuš	luohttámusj
moaitámuš	moajttámusj
giitámuš	gijttámusj
láitámuš	lájttámusj
oaivámuš	oajvvámusj
dovdamuš	dåvddåmusj
bohčámuš	båhtjåmusj
lohkamuš	låhkåmusj
borramuš	bårråmusj
ohcamuš	åhtsåmusj
ednoš	eddnusj
njunuš	njunusj
duohpuš	duohpusj
fuohpuš	fuohpusj
náhpoš	náhpusj
náppoš	náppusj
bátneruš	bádnerusj
viroš	virusj
beasuš	biesusj
bohtoš	båhtusj
bearttuš	biertusj
rattuš	rattusj
oaivvuš	oajvusj
leivvoš	lejvusj
čoarvvuš	tjoarvusj
soarvvuš	soarvusj
searvvuš	siervusj
maŋuš	maŋusj
buoiddáš	buojdásj
guovddáš	guovdásj
ruovddáš	ruovdásj
heađáš	hædásj
gáđffáš	gádffásj
čuoggáš	tjuoggásj
jalggáš	jalgásj
juolggáš	juolgásj
duogáš	duogásj
čuovggáš	tjuovgásj
lágáš	lágásj
eagáš	ægásj
leagáš	lægásj
baháš	bahásj
veháš	vehásj
veaháš	væhásj
bajáš	bajásj
soajáš	soajásj
ádjáš	ádjásj
njealjáš	njæljjásj
manjáš	manjásj
kránnjáš	kránnjásj
seavnnjáš	sævnjásj
girjjáš	girjásj
oaččáš	oattjásj
čoahkáš	tjoahkásj
juhkkáš	juhkkásj
seakkáš	sækkásj
goaskkáš	goaskásj
muoskkáš	muoskásj
láskkáš	láskásj
aláš	alásj
oarpmealáš	oarmealásj
liin-elláš	lijn-ellásj
liidn-elláš	lijnn-ellásj
cielláš	tsiellásj
vuoláš	vuolásj
dábáláš	dábálásj
dáláš	dálásj
boaimmáš	boajmásj
guoimmáš	guojmásj
njammáš	njammásj
albmáš	almmásj
eatnáš	ædnásj
ránnáš	ránnásj
bártnáš	bárnásj
mánáš	mánásj
beanáš	bænásj
suohpáš	suohpásj
oappáš	oappásj
buoráš	buorásj
birráš	birrásj
náráš	nárásj
earáš	ærásj
siesáš	siesásj
beassáš	bæssásj
cizáš	tsitsásj
čeazáš	tjætsásj
rásáš	rásásj
muoŧáš	muotásj
rásttáš	rástásj
ráttáš	ráttásj
guovttáš	guovtásj
beaivváš	bæjvásj
soarvváš	soarvásj
beavváš	bævvásj
maŋáš	maŋásj
saŋáš	saŋásj
seakŋáš	sægŋásj
seaŋáš	sæŋásj
bođaš	bådåsj
jogaš	jågåsj
rogaš	rågåsj
lojáš	låjåsj
goikkáš	gåjkåsj
gollaš	gållåsj
golláš	gållåsj
olbmáš	ålmmåsj
otnáš	ådnåsj
moraš	måråsj
losáš	låsåsj
lottáš	låttåsj
bovttáš	båvtåsj
mái	máj
almmái	almáj
masai	masáj
olmmái	ålmåj
rock	råck
hallik	hallek
biibal	bijbbal
biibbal	bijbal
hándal	hánddal
guonddal	guondal
hánddal	hándal
eaŋgal	ieŋggal
fáŋgal	fáŋggal
hiŋggal	hiŋgal
riŋggal	riŋgal
speadjal	spiedjal
speajal	spiejal
fenihkal	fenehkal
matrihkal	matrehkal
artihkal	arttehkal
partihkal	parttehkal
martihkkal	marttehkkal
partihkkal	parttehkkal
firkkal	firkal
siŋkkal	siŋkal
gáinnal	gájnal
steampal	stiemppal
fárppal	fárpal
bearal	bieral
bearral	bierral
kapihtal	kapehtal
kápihtal	kápehtal
ginttal	gintal
kinttal	kintal
snárttal	snártal
apoasttal	apoastal
episttal	epestal
apostal	apustal
seattal	siettal
kapihttal	kapehttal
kápihttal	kápehttal
muoŧŧal	muottal
heavval	hievval
feambil	fiembbel
veambil	viembbel
humbil	humbbel
hombil	håmbbel
bearbil	bierbbel
urbil	urbbel
veabel	viebel
bearbbil	bierbel
mandel	manddel
gándil	gánddel
mándel	mánddel
sándil	sánddel
ordel	årddel
ordil	årddel
seđel	sedel
jeagil	jiegel
smeargil	smierggel
orgel	årggel
orgil	årggel
gávgil	gávggel
eŋgel	eŋggel
juŋgel	juŋggel
háŋgil	háŋggel
triáŋgel	triáŋggel
hiŋggil	hiŋgel
gárjel	gárjjel
gárjil	gárjjel
goatnjil	goadnjel
gardnjil	garnnjel
heahkel	hiehkel
áhkil	áhkel
guškil	gussjkel
vehikkel	vehekkel
heakkel	hiekkel
matrikkel	matrekkel
rohkkil	råhkkel
skoarkil	skoarkkel
fearkil	fierkkel
sirkil	sirkkel
viŋkil	viŋkkel
ákkil	ákkel
sákkil	sákkel
spetakkel	spetákkel
muskel	musskel
háskil	hásskel
orakel	åråkel
ipmil	ibmel
jipmil	jibmel
ápmil	ábmel
njoammil	njoammel
ulbmil	ulmmel
formel	fårmel
sámil	sámel
goatnil	goadnel
geahpil	giehpel
eappel	ieppel
goahppil	goahppel
eahppel	iehppel
guhppil	guhppel
bohppel	båhppel
sampel	samppel
steampil	stiemppel
tempel	temppel
stempel	stemppel
vispil	visspel
ápril	áprel
veaksel	vieksel
veaksil	vieksel
áksil	áksel
meaisil	miejssel
brensel	brenssel
ránsel	ránssel
azzil	adtsel
goaktil	goaktel
kapihttel	kapehttel
goartil	goarttel
koartil	koarttel
máttil	máttel
čavil	tjavel
soavvil	soavvel
oaivil	oajvvel
ruoivil	ruojvvel
duivil	dujvvel
kervel	kervvel
guorvil	guorvvel
ávil	ável
gargŋil	garŋŋel
e-mail	e-majl
paint^ball	pajnt^ball
bumbol	bumbbul
láfol	láful
fidjol	fidjul
suhkol	suhkul
váhkol	váhkul
suhkkol	suhkkul
báhkkol	báhkkul
sukkol	sukkul
ruŋkul	ruŋkkul
bubmol	bubbmul
upmol	ubmul
bupmol	bubmul
seamul	siemul
bummol	bummul
gáhpol	gáhpul
náhpol	náhpul
guppol	guppul
cuppol	tsuppul
fássol	fássul
suvvol	suvvul
poly^akryl	påly^akryl
ganjal	ganjál
náskál	násskál
ginal	ginál
vearál	værál
biŋal	biŋál
diŋal	diŋál
gohkal	gåhkål
oskál	åsskål
oppal	åppål
bohtal	båhtål
ketchup-bohtal	ketchup-båhtål
skohtal	skåhtål
skohttal	skåhttål
balsam	balssam
team	tiem
muslim	muslem
totem	tåtem
medi^um	mede^um
evangeli^um	evángele^um
evaŋgeli^um	eváŋgele^um
opi^um	åpe^um
terrári^um	terráre^um
cesi^um	tsese^um
arti^um	artte^um
album	albbum
kompendium	kåmppendium
kalsium	kalssium
vakuum	vakoum
forum	fårum
pensum	penssum
philoso^phicum	philuso^phitsum
facultatum	fatsultatum
CD-rom	CD-råm
cd-rom	cd-råm
guolban	guolbban
cieban	tsieban
guorbban	guorban
čuorbban	tjuorban
skurbban	skurban
skárbban	skárban
olgodaddan	ålggudaddan
ráđđádaddan	ráddádaddan
šaddan	sjaddan
muitaladdan	mujttaladdan
árvaladdan	árvvaladdan
duhkoraddan	duhkuraddan
suođđan	suoddan
rivihuddan	rivehuddan
gulaskuddan	guláskuddan
rievdan	rievddan
bieđan	biedan
duolddan	duoldan
hárddan	hárdan
soađan	sådan
čiegan	tjiegan
seagan	siegan
juoigan	juojggan
čuoigan	tjuojggan
gálgan	gálggan
čuoiggan	tjuojgan
ráiggan	rájgan
gálggan	gálgan
njurggan	njurgan
árggan	árgan
oagan	ågan
hoagan	hågan
coagan	tsågan
stoagan	stågan
čuojan	tjuojan
vuorjjan	vuorjan
reaššan	riessjan
vuoššan	vuossjan
eaiggáduššan	æjgádussjan
skievttáruššan	skievtárussjan
viežžan	viedtjan
spahčan	spahtjan
čiekčan	tjiektjan
buošan	buotjan
luovččan	luovtjan
dávžžan	dávtjan
skeaikkan	skiejkan
huikkan	hujkan
láikkan	lájkan
cakkan	tsakkan
čáhkkan	tjáhkkan
giikan	gijkkan
márkan	márkkan
gievkan	gievkkan
jávkan	jávkkan
gilkkan	gilkan
gulkkan	gulkan
faskkan	faskan
časkkan	tjaskan
gaskan	gasskan
iskan	isskan
doavkkan	doavkan
stoavkkan	stoavkan
beavkkan	bievkan
gievkkan	gievkan
kievkkan	kievkan
civkkan	tsivkan
hiŋkkan	hiŋkan
cielan	tsielan
iskkadallan	iskadallan
šiehtadallan	sjiehtadallan
ladnjedallan	laddnjedallan
logaldallan	lågåldallan
ráđđádallan	ráddádallan
gieđahallan	giedahallan
ráimmahallan	rájmahallan
jearahallan	jierahallan
báhcahallan	báhtsahallan
ráđđehallan	ráddehallan
hárjehallan	hárjjehallan
dohppehallan	dåhppehallan
heivehallan	hejvvehallan
lášmmohallan	lásjmuhallan
erohallan	eruhallan
gilvvohallan	gilvuhallan
bijahallan	bijáhallan
čájáhallan	tjájáhallan
logahallan	lågåhallan
sojahallan	såjåhallan
govahallan	gåvåhallan
digaštallan	digasjtallan
háleštallan	hálesjtallan
meroštallan	merusjtallan
árvvoštallan	árvusjtallan
faláštallan	falásjtallan
valáštallan	valásjtallan
guovžžastallan	guovtjastallan
biepmastallan	biebmastallan
čierastallan	tjierastallan
barttastallan	bartastallan
áđđestallan	áddestallan
gálbbostallan	gálbustallan
girkostallan	girkkustallan
kirkostallan	kirkkustallan
biepmostallan	biebmustallan
erostallan	erustallan
vurostallan	vurustallan
seaibbástallan	sæjbástallan
lađastallan	ladástallan
ságastallan	ságástallan
chat-ságastallan	chat-ságástallan
oaččástallan	oattjástallan
ladnástallan	laddnástallan
seainnástallan	sæjnástallan
hearrástallan	hærrástallan
rollastallan	rållåstallan
dolastallan	dålåstallan
speallan	spiellan
veallan	viellan
čuolan	tjuolan
doalan	dålan
hoalan	hålan
oapman	oabman
biebman	biebbman
siepman	siebman
suopman	suobman
vuopman	vuobman
hápman	hábman
šeaman	sjieman
gieimman	giejman
luoimman	luojman
buimman	bujman
báimman	bájman
duolmman	duolman
čatnan	tjadnan
vietnan	viednan
čuotnan	tjuodnan
ruoinnan	ruojnan
bárdnan	bárnnan
čuonan	tjuonan
čuohpan	tjuohpan
fearan	fieran
cihran	tsihran
čirran	tjirran
hoavrran	hoavran
fievrran	fievran
stivrran	stivran
rávrran	rávran
boaran	båran
goaran	gåran
šoaran	sjåran
skoaran	skåran
seasan	siesan
beassan	biessan
gársan	gárssan
áiccan	ájtsan
buozan	buotsan
goazan	gåtsan
njoazan	njåtsan
láittan	lájtan
visttan	vistan
cievan	tsievan
goaivvan	goajvan
suoivvan	suojvan
ruivvan	rujvan
deaivan	diejvvan
duolvan	duolvvan
searvan	siervvan
gealddohuvvan	gielduhuvvan
suorgásuvvan	suorggásuvvan
šávvan	sjávvan
vuoigŋan	vuojŋŋan
skárben	skárbben
molybden	målybden
addin	adden
meađđen	miedden
doidin	dåjdden
gándin	gándden
girdin	girdden
sirdin	sirdden
vuordin	vuordden
gárdin	gárdden
bordin	bårdden
čoavdin	tjoavdden
vuovdin	vuovdden
njuvdin	njuvdden
bovden	båvdden
goddin	gådden
gođđin	gådden
lodden	lådden
heđen	heden
boaldin	boallden
goldin	gållden
standárden	standdárden
goden	gåden
beaggin	bieggen
helgen	helggen
čilgen	tjilggen
bolgen	bålggen
sáđgin	sárggen
levgen	levggen
jeŋgen	jeŋggen
gáŋgen	gáŋggen
máŋgen	máŋggen
glykogen	glykugen
halogen	halugen
androgen	andrugen
hydrogen	hydrugen
østrogen	østrugen
oksygen	åksygen
doadjin	doadjen
goadjin	goadjen
sadjin	sadjen
vuodjin	vuodjen
gavjen	gavjjen
gálljin	gálljen
čelččen	tjeltjen
leahkin	liehken
juohkin	juohken
šuohkin	sjuohken
báhkin	báhken
sohken	såhken
došken	dåssjken
čoahkkin	tjoahkken
alken	alkken
cealkin	tsielkken
parken	parkken
sákkin	sákken
skabilken	skabelken
herkken	herken
goaskin	goassken
čoaskin	tjoassken
rátkin	rátken
sovkken	såvken
ballin	ballen
eallin	iellen
buollin	buollen
skuvlen	skuvllen
čállin	tjállen
gollen	gållen
pollen	pållen
rollen	rållen
sulin	sulen
álin	álen
folin	fålen
lubmen	lubbmen
hábmen	hábbmen
jápmin	jábmen
áhččemin	áhttjemen
fenomen	fenumen
pronomen	prånumen
ieš-pronomen	iesj-prånumen
examen	exámen
omen	åmen
nomen	nåmen
manin	manen
atnin	adnen
vadnin	vaddnen
ednen	eddnen
vátnen	vádnen
monnen	månnen
monin	månen
reahpen	riehpen
láhppin	láhppen
campen	tsamppen
jarin	jaren
kopi^eren	kåpe^eren
konsenderen	kånssenderen
parkeren	parkkeren
kalkuleren	kalkkuleren
mašineren	masjeneren
mohtoriseren	måhturiseren
automatiseren	autumatiseren
bio^prospekteren	bio^pråsspekteren
inventeren	invventeren
diskonteren	disskunteren
investeren	invvesteren
birrin	birren
skuvrin	skuvrren
muvren	muvrren
jorin	jåren
haksin	haksen
boksen	båksen
moksin	måksen
sveisen	svejssen
liisen	lijssen
sponsen	spånssen
arsen	arssen
vázzin	vádtsen
gohcin	gåhtsen
cikcen	tsiktsen
benzen	benttsen
runzen	runttsen
boahtin	boahten
johtin	jåhten
